   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   0.00000000       0.00000000    
   1.02040815       1.07070577    
   1.02040815       1.07070577    
   1.02040815       1.07070577    
   1.02040815       1.07070577    
   1.02040815       1.07070577    
   2.04081631       1.14140177    
   2.04081631       1.14140177    
   2.04081631       1.14140177    
   2.04081631       1.14140177    
   2.04081631       1.14140177    
   3.06122446       1.21208799    
   3.06122446       1.21208799    
   3.06122446       1.21208799    
   3.06122446       1.21208799    
   3.06122446       1.21208799    
   4.08163261       1.28276432    
   4.08163261       1.28276432    
   4.08163261       1.28276432    
   4.08163261       1.28276432    
   4.08163261       1.28276432    
   5.10204077       1.35343087    
   5.10204077       1.35343087    
   5.10204077       1.35343087    
   5.10204077       1.35343087    
   5.10204077       1.35343087    
   6.12244892       1.42408764    
   6.12244892       1.42408764    
   6.12244892       1.42408764    
   6.12244892       1.42408764    
   6.12244892       1.42408764    
   7.14285755       1.49473464    
   7.14285755       1.49473464    
   7.14285755       1.49473464    
   7.14285755       1.49473464    
   7.14285755       1.49473464    
   8.16326523       1.56537187    
   8.16326523       1.56537187    
   8.16326523       1.56537187    
   8.16326523       1.56537187    
   8.16326523       1.56537187    
   9.18367386       1.63599920    
   9.18367386       1.63599920    
   9.18367386       1.63599920    
   9.18367386       1.63599920    
   9.18367386       1.63599920    
   10.2040815       1.70661676    
   10.2040815       1.70661676    
   10.2040815       1.70661676    
   10.2040815       1.70661676    
   10.2040815       1.70661676    
   11.2244902       1.77722454    
   11.2244902       1.77722454    
   11.2244902       1.77722454    
   11.2244902       1.77722454    
   11.2244902       1.77722454    
   12.2448978       1.84782255    
   12.2448978       1.84782255    
   12.2448978       1.84782255    
   12.2448978       1.84782255    
   12.2448978       1.84782255    
   13.2653065       1.91841078    
   13.2653065       1.91841078    
   13.2653065       1.91841078    
   13.2653065       1.91841078    
   13.2653065       1.91841078    
   14.2857151       1.98898911    
   14.2857151       1.98898911    
   14.2857151       1.98898911    
   14.2857151       1.98898911    
   14.2857151       1.98898911    
   15.3061228       2.05955768    
   15.3061228       2.05955768    
   15.3061228       2.05955768    
   15.3061228       2.05955768    
   15.3061228       2.05955768    
   16.3265305       2.13011646    
